task_id,mu,sigma
hidden_cheese_1,0.0,1.6750836771246331
hidden_cheese_2,1.2282681378672244,1.39858062287943
hidden_cheese_3,1.9901926211617995,1.8922688701842896
hidden_cheese_4,1.6989283132224595,1.627749608603896
hidden_cheese_5,1.5906791720685713,0.5108966092849263
hidden_cheese_6,1.1553725258688015,1.458001001359258
hidden_rainy_weather_1,0.06290247509121677,0.8192615688512106
hidden_rainy_weather_2,-0.5362701415259608,0.9757642223613217
hidden_rainy_weather_3,0.11839386340377563,0.691402102236963
hidden_rainy_weather_4,2.190601164719471,1.2911198265317323
hidden_rainy_weather_5,0.3988257715700619,0.40666531459988636
hidden_rainy_weather_6,1.0975103138277928,0.5200367515686262
hidden_cats_1,3.581252290197674,0.4200875624740779
hidden_cats_2,3.2396772544489223,0.4820696799497023
hidden_cats_3,2.9445523670195306,1.354117837890981
hidden_cats_4,2.2326512377885406,1.4060014811107557
hidden_cats_5,2.4092350821218846,1.278971980388846
hidden_cats_6,3.149232680792576,0.6908421114995938
hidden_classical_music_1,-6.092128278827862,1.0139938550307062
hidden_classical_music_2,-6.267465254901674,0.617757761894636
hidden_classical_music_3,-5.584680313761871,0.6991850675787152
hidden_classical_music_4,-5.638459786691708,0.9482674858457825
hidden_classical_music_5,-6.061025753775649,1.1327074138663376
hidden_classical_music_6,-4.7885725142440325,1.7154838024262526
hidden_gardening_1,2.2362364229934752,0.4014255265405331
hidden_gardening_2,0.014134493286921795,1.4632278629063284
hidden_gardening_3,2.477180798361703,0.5566455132165484
hidden_gardening_4,2.3232416009457113,0.3661652976226621
hidden_gardening_5,2.3813676929591057,1.3885988874318462
hidden_gardening_6,2.4945459485308192,1.117037201395904
hidden_astronomy_1,1.2741332517673574,1.1181647204805845
hidden_astronomy_2,-0.21029672297409083,0.4265192366401885
hidden_astronomy_3,0.3956028434453774,1.4250031338065718
hidden_astronomy_4,-0.4272072583881048,1.2443844687512788
hidden_astronomy_5,0.7901183183769703,1.8344844336079218
hidden_astronomy_6,0.9383828509259587,0.6450853392133603
hidden_cooking_1,-0.5797287463433242,1.5927027246019074
hidden_cooking_2,3.154907355713969,0.7862223533765178
hidden_cooking_3,2.2977935271786505,1.278743346999133
hidden_cooking_4,2.9167097204156356,1.5064045977835407
hidden_cooking_5,2.695406135290452,0.33600537512130507
hidden_cooking_6,2.528061326376257,0.6792599263227379
hidden_ancient_history_1,-1.2280716408645356,1.0380698306155427
hidden_ancient_history_2,-2.7400953173539353,0.6493602397361704
hidden_ancient_history_3,-0.3505043749362141,0.6418317126992027
hidden_ancient_history_4,-2.4186290161809167,0.6695396998830629
hidden_ancient_history_5,0.21152838287990017,0.6874908026219609
hidden_ancient_history_6,-2.9941869854310728,0.6072640014157171
