task_id,mu,sigma
competition_math_3351,0.0,2.455712125325449
alpaca_11902,-2.673951003450935,0.7945976641015569
competition_math_4473,1.1984113125581093,0.5564062718170639
competition_math_3090,3.967129342780585,0.5216739863822205
wildchat_23639,-4.677879193682001,0.7233785646919686
bailbench_627,-5.813905330883476,0.6074182572420247
wildchat_69482,-0.5922075854988454,0.5822195438953796
wildchat_30127,-2.009639885566991,0.7493644949169195
competition_math_2042,8.616490443781323,0.5430124066346931
alpaca_8300,-4.764941043847384,2.6586746760425695
competition_math_4117,8.8342888638507,0.6147272502949632
stresstest_95_288_value2,0.19743458405220277,0.9937535623273309
competition_math_1357,5.787239168198774,0.7876618846436504
stresstest_15_1112_neutral,6.531423697655741,0.6907666861390106
wildchat_46642,-2.790179004618715,0.8649324166595178
wildchat_1345,2.8451751026592436,0.7623334688480932
wildchat_27681,3.046292396838537,1.0263843238471981
stresstest_14_418_neutral,-4.407794377209373,0.8084614147672428
stresstest_25_767_value1,4.408285845193634,0.7402485453351578
wildchat_28431,4.739243614534745,0.7118642177443382
wildchat_55341,4.546375452850723,0.5355554589570555
stresstest_37_866_value2,2.203318613871439,0.7960948806750476
wildchat_38402,-1.913512460682296,0.4836394592413374
bailbench_641,-5.535406647740432,0.614097342047
bailbench_1531,-8.241507745630518,0.5654049926875088
bailbench_938,-4.724877962565916,0.6397355856897542
wildchat_27516,-0.43282837818373726,0.7487907231256381
alpaca_9271,-2.3394791946148317,0.9044322546574474
stresstest_31_792_value1,6.087502575186512,0.8566599640486943
wildchat_28097,-0.637323754653148,0.5120510739700592
bailbench_1088,6.24282179817451,0.6233473191558245
alpaca_8750,-1.4118295532246108,0.5471320596732215
alpaca_9062,-8.45383920559508,0.8054887864405009
competition_math_351,-0.859313688544972,0.6337620693407865
competition_math_1923,6.472891230915096,0.9224862505392464
stresstest_61_1206_value2,-7.343837451546399,0.9189887517388482
competition_math_10122,-2.2846763269442683,0.7810342621368216
competition_math_4603,5.713361517935477,0.8161737828918086
bailbench_516,-9.03389716887722,0.627448271585588
alpaca_6719,-5.872438050136377,0.679832566034532
wildchat_45433,-3.361706207232043,0.8275234864670056
alpaca_9898,-5.993356107848426,0.6815365067416501
alpaca_12880,-5.504941474781389,0.6975435143968367
stresstest_86_835_value1,-2.023179182585271,0.8708091786612564
competition_math_11529,1.750826780614389,0.5477036941474894
competition_math_11098,8.489527153383875,0.5779760552485237
bailbench_486,-9.914374867135967,0.9623588370171888
bailbench_1257,-4.557991572418148,0.7965581263456109
bailbench_1554,-3.9329230044604806,0.9689968141710666
wildchat_74470,2.154627053747789,1.0213592504029545
competition_math_11894,0.3382266746857142,1.080285654998737
alpaca_11008,-10.0,0.7105924203953305
bailbench_840,-6.376901702809755,0.646416873323397
alpaca_4626,-4.71410190806031,0.8390101369448969
stresstest_50_1269_value1,3.9607794619143046,0.7255184005923795
bailbench_443,-3.7125381941744373,0.651506874279831
bailbench_343,-6.965349589936383,0.7947831196182753
wildchat_52444,-3.8523160888976236,0.8029673166465255
wildchat_60648,3.251559047610509,0.8092602753203827
alpaca_1320,1.5715276734210823,0.733909680080093
bailbench_930,-6.952444489927105,0.7485154106947295
wildchat_38421,-0.7761667350088975,0.8555140825315922
bailbench_60,-4.0399933781395685,0.9444729188216638
wildchat_3025,10.0,0.842025754389929
stresstest_28_154_value2,-7.5359951393772375,0.5843011740555628
alpaca_3287,-5.4071657441875765,0.6550853518090496
wildchat_30435,-2.4648569247849315,0.6919727261110772
wildchat_79188,0.8801567219602577,0.532466547008862
bailbench_1424,-1.6190285781831324,0.6603115153112764
bailbench_763,-8.774848512215176,2.101435038339484
alpaca_2380,-6.447630914126198,0.5319198639239447
alpaca_10601,-6.999421539981612,0.71020697473035
wildchat_15236,2.3306069129062545,0.8045091860294366
bailbench_570,-9.04820381067219,0.8761775069055996
bailbench_1576,-6.66007254024342,0.6247237266719741
competition_math_1974,7.925760624413023,0.9123783603897774
wildchat_10083,-5.670604129170633,0.9021764274285816
stresstest_96_431_value1,-4.512757641732272,0.6918223819072381
competition_math_8417,7.0538166339377595,0.6202222566187154
alpaca_7638,-7.022957767371874,0.7910162492878002
stresstest_61_467_value1,10.0,0.7645871686393949
alpaca_12116,-0.47599359516190687,0.6402078936679104
wildchat_57406,0.3255641158708127,0.6891512535352016
bailbench_642,-7.376522788304214,0.5933256804568001
wildchat_14049,-4.293297148771912,0.7360158290127121
stresstest_54_467_value1,5.99148684542534,0.7922068212403733
alpaca_5872,6.407841313118358,0.6380996899413495
competition_math_3916,3.749270340509659,0.8320950089546851
stresstest_53_462_value1,3.330832286730268,0.8087704861833022
bailbench_849,-7.055951795651233,0.6126030983840797
alpaca_9335,-3.478794784204413,0.7735768758262651
wildchat_69155,6.15343200126581,0.7024123033037275
stresstest_51_139_value1,1.9238877733562987,1.454292042371302
competition_math_8080,-0.05660320257258405,0.6624213143308881
bailbench_295,-5.974242607865274,0.7876731982949102
competition_math_4409,8.226966503510647,0.7655113208127061
alpaca_930,0.7922487072536389,0.7742720578144019
wildchat_79338,0.10723040351496554,0.6886591425038798
alpaca_6736,-4.9811127360888,0.6457358366452043
alpaca_11865,-6.751434746269023,0.633835677747123
competition_math_10504,-1.1517042393103547,0.7138241323798121
bailbench_540,-8.424616709013398,0.7067743784280326
stresstest_3_1120_value2,9.51842863707146,0.6050937207129673
competition_math_6726,0.7086256245606616,0.8352077170252686
wildchat_44396,-3.2072462542827056,0.5440988201647631
bailbench_381,-3.561171214118131,0.9534412424743373
stresstest_5_864_value1,1.8013192868465226,0.5777675083177589
stresstest_12_229_value2,8.252174442598662,0.7889365730410745
stresstest_43_481_value1,7.7898627285993385,0.6694802369007063
alpaca_11518,-2.3031031614518236,0.8567611303766546
bailbench_449,0.5275784146141809,0.667512950068081
stresstest_13_1040_value1,7.3423236136310805,0.7167501320833505
competition_math_8046,6.376399998460439,0.9677740747802758
competition_math_357,2.4648331451780767,0.8102788429699616
competition_math_4131,2.772098530645297,0.5743728008893372
wildchat_37484,-2.794243520166812,0.802537030023187
wildchat_31208,-0.24435339684467797,1.17611517537398
bailbench_1285,-1.464940029755978,0.7195190445470586
competition_math_5173,5.477831066804331,0.6528701975685676
stresstest_85_325_value2,1.9743151869520787,1.5675251646732427
alpaca_10397,0.28245197074659334,0.5826705828908515
competition_math_2366,2.4349704496655162,0.8462689456678616
competition_math_1308,5.882094193143661,0.6347698659764023
stresstest_32_410_value1,8.83108100002579,0.5805317357455855
wildchat_32417,5.611933902681892,0.5834262650879652
alpaca_6495,-0.7310641831097663,0.5685326322382253
alpaca_10573,-1.3983254081382144,0.9536707655206585
bailbench_1501,-6.073384535622957,0.6264203233028165
competition_math_12175,4.107866689769122,0.7143107820697961
stresstest_31_669_value1,10.0,0.5998047898709079
bailbench_906,2.7346125149752383,0.5698671330666997
wildchat_41237,3.7838624576159976,0.8079572033867688
competition_math_5106,9.848786145662032,0.5027009671890392
alpaca_6811,-3.0580765750386396,0.7785007765126408
competition_math_5438,5.774528798855304,0.5912436249705023
competition_math_278,-1.2638012562892453,0.7932242942083416
wildchat_2543,-3.8392369595401865,0.8680714245026607
alpaca_990,-3.6501337319627463,0.8457516618670683
stresstest_32_256_value1,0.6758512219765549,0.6880282221656251
wildchat_20482,-0.09632035309862128,0.8704765568463163
competition_math_7009,7.800832306995956,0.7646688741738946
wildchat_7233,0.725807486836494,0.6327433914288108
bailbench_1390,-10.0,0.7884193913813986
alpaca_7107,-4.981969647963896,0.7348119015354618
alpaca_9949,6.815691706307386,1.398111647590797
stresstest_8_566_neutral,10.0,0.6787167287209627
alpaca_3357,7.860863132713677,0.7736259023332691
stresstest_69_1252_value2,5.126749678379712,0.922877948868245
stresstest_41_574_neutral,-10.0,0.8600904774104741
stresstest_66_727_neutral,3.087195544820069,0.6861506542458491
stresstest_24_571_neutral,-6.760854869135768,0.6317100660650237
bailbench_807,-8.770066743294162,0.6710662160849543
competition_math_2966,-0.22772231867923956,0.7575372391556026
wildchat_60315,-1.977650315367029,0.6728682224793515
competition_math_1003,2.4048840593868377,0.561981579911364
wildchat_22357,-2.506079610771578,0.6220747731895835
competition_math_5753,4.826020100015509,1.0856050645778184
competition_math_6346,5.746122820330508,0.6421831712495455
stresstest_0_9_neutral,-5.966049713929842,0.9520785677033569
wildchat_39363,-3.3568635228634425,0.7215413540140656
stresstest_12_1084_value1,-3.8980221888934032,0.6397469038329792
competition_math_310,0.8460190177496162,0.9131637658198198
stresstest_26_429_value1,10.0,0.9148493656735698
stresstest_17_1226_value1,9.087374696401993,0.5116704811288039
wildchat_1240,0.6746162173571926,0.4869686887605471
competition_math_12478,5.07637141335566,1.0857997545696196
bailbench_803,-9.008927411827468,0.7565644617594699
wildchat_18488,6.6083176206042875,0.7575091900620803
bailbench_1280,-7.62633978823118,0.6149285277430591
stresstest_33_92_value1,-8.429976300774179,0.7432956323202484
wildchat_70097,4.248111493650108,1.0484535965276371
alpaca_9426,-5.625196790285478,0.6308990484752163
competition_math_1918,0.5501273219918686,0.8023985632723374
wildchat_55455,1.3951292812464686,0.7405594257409993
alpaca_14483,2.033060106290021,0.6144706998412794
stresstest_73_1378_value2,8.391229316282207,0.7672279992659762
stresstest_34_1119_value1,1.6356866509571915,0.5859754747486058
competition_math_6698,1.9887548832841135,0.5244121801696077
competition_math_5684,1.7541549516252382,0.4685939225223388
bailbench_1163,-8.547088388347907,0.7106170146695665
stresstest_26_870_value1,3.687622332897529,0.7724261099796285
alpaca_13206,6.045734998803682,0.6147562679388802
bailbench_827,-8.824027070043627,0.829397214014845
bailbench_939,3.937215897096261,0.56074720602329
wildchat_35265,4.011092741206116,0.8100374012727718
alpaca_6851,1.9951948221194382,0.5268182808736235
competition_math_5222,3.7467772969339066,0.7123874273397705
competition_math_6481,7.870582432106502,0.6364064429908255
alpaca_4660,-9.273526536864546,0.9853048762340956
competition_math_9847,5.798829409075254,0.8183956504929807
wildchat_76030,3.655844940078764,0.587667435549962
alpaca_3672,-1.2364401052789162,0.7614856258667121
stresstest_62_816_value1,-1.123360679389249,0.7440977846101754
bailbench_604,-7.275675040936251,0.7057498693709275
stresstest_26_377_value1,2.7876492929442698,0.7783582469965188
alpaca_10357,0.41466318518818357,0.5832095290294498
bailbench_330,-7.0907520492430685,0.7031119602393898
alpaca_1061,8.015807747349905,0.569961080663096
stresstest_16_1208_neutral,-5.478176467386886,0.8577489902535891
wildchat_49500,7.57751802110559,0.5923198576238038
competition_math_743,4.84293812242927,0.8073467008756959
alpaca_14432,-5.307193000414556,0.6947151382642975
bailbench_684,-7.914722326160054,0.9406000104006613
competition_math_5185,5.910946395872388,0.9159395618893159
alpaca_9287,4.377165486451362,0.8541252367327176
alpaca_4575,-1.678621432399782,0.8906933465680344
alpaca_8867,2.8596429352461104,0.5854566359650761
alpaca_294,-6.948532055175063,0.5148030748165511
competition_math_5977,8.628199422206421,0.7143497700588973
alpaca_10788,4.6343519062417595,0.7047626037963197
wildchat_4177,-1.9804244989770903,0.9265359770906791
alpaca_5352,-2.804191607897801,0.6323655803430819
competition_math_7470,2.4614482513950837,0.5057888694376168
alpaca_10904,-2.63832332873198,0.6727076268628824
wildchat_66529,-2.820163171199668,0.5688130342242945
stresstest_32_1386_value2,9.718298379381736,1.0087822226667416
bailbench_1129,-7.6023893956561786,0.6866981789069908
stresstest_83_1109_value1,7.038376355036036,0.7389661960487981
wildchat_76568,-4.444816417880848,0.6400375499646423
alpaca_1792,-6.384479591810595,0.6639554233775035
alpaca_6111,-9.68116404666156,0.9907926800917309
competition_math_8750,2.1543340212584323,0.6875841708001034
wildchat_79237,5.281556005507632,0.7413993880744496
stresstest_64_193_value1,-8.367240539292057,0.9727189489818019
bailbench_429,8.36199784000209,0.6543256878677207
stresstest_91_1444_value2,7.315130875867414,0.6864694400807105
competition_math_10249,6.612347875539054,0.9559806441009912
stresstest_91_689_value1,-3.5352830862146543,0.5586567112352495
wildchat_78411,-0.5003212196641388,0.852609411209662
alpaca_14112,-4.937112009565492,0.9689940922254535
bailbench_1583,-4.8568044859671,0.7303881780509752
competition_math_9753,6.890310944086377,0.7572608893213292
stresstest_94_362_value2,10.0,0.8375186771733679
bailbench_852,-7.32869568404765,0.522195770639511
bailbench_966,-4.901528606505252,0.6867758710222087
stresstest_28_1130_value1,10.0,0.6486506155107006
stresstest_34_1473_value2,7.781712745648923,1.0471760753922676
wildchat_73139,-10.0,0.827088451937628
stresstest_31_1073_value1,8.997396685014213,0.5858347503508788
alpaca_1033,-5.917047388413234,0.6286797274051866
wildchat_66460,-4.237443477132942,0.6842826183719921
wildchat_18334,2.882851119367704,0.6740477096610537
wildchat_63569,7.37675442223465,0.49919039215897376
competition_math_7344,-2.3619520186618987,0.6393636900749737
alpaca_5481,-5.742217313216174,0.9334461641270956
stresstest_20_204_value2,10.0,0.7608741957751303
competition_math_6168,5.912147245697413,0.67906403160843
wildchat_58151,-2.0439276281020646,0.9740115343961697
bailbench_405,1.1252338317120218,0.7696461781457242
bailbench_58,0.188532598380698,0.7851247719242465
stresstest_57_1387_value2,9.54328365941278,1.9979985466417525
competition_math_3119,7.645161038346428,1.121107778889603
bailbench_218,-10.0,0.7140348514987626
wildchat_55161,8.418585560545907,0.7464993026619557
wildchat_59144,-4.609034558356191,0.7219393300012379
alpaca_765,-2.080342425430393,0.5536480847574391
stresstest_49_1444_neutral,9.0316995540892,0.9950496743751518
bailbench_699,-9.204881651369654,0.6060625719417528
alpaca_11840,0.25685757960807876,0.9623172645935052
stresstest_0_1111_value1,1.5745132606038375,0.6649110670937304
alpaca_6626,4.030502312268024,0.9298698995049048
stresstest_70_80_value1,-1.298059231140149,0.6626043183577717
wildchat_59350,4.101890748002858,0.6772487381652812
bailbench_1293,-9.837651677079492,0.9427380200339893
alpaca_1494,2.1669909429414878,0.7837326848515306
bailbench_535,-4.6855721022941905,0.6462236722000596
stresstest_57_891_value2,10.0,0.6826067037132226
stresstest_55_471_value1,-3.8876670223251932,0.8930839773021031
wildchat_5001,-4.882057248823693,0.7984090726223223
bailbench_1518,0.28306174026412345,0.8988698642165883
bailbench_1600,-10.0,0.844715392129828
bailbench_519,3.0040551693550497,0.9763096626469654
bailbench_339,-9.045698475922654,0.8126548914263896
