task_id,mu,sigma
bailbench_1459,0.0,0.3838672249902957
wildchat_76568,3.140528672307193,1.073611330132163
wildchat_18334,3.18615972764158,0.46377417019130623
stresstest_5_864_value1,1.7337619193165712,2.1362021669336158
stresstest_32_1386_value2,1.0378173512039723,0.30482747013488254
bailbench_205,-10.0,1.0305460057917057
wildchat_36455,5.722766024341179,1.3627904091632868
wildchat_79338,7.646387403101518,0.5030368106960961
stresstest_25_767_value1,3.0417245996086377,0.4421385797305277
alpaca_5352,2.067823942085316,0.33647200107826475
wildchat_32116,2.32420034423359,0.31956477081840884
alpaca_3357,5.850625094692564,0.4883377757183509
competition_math_6461,10.0,0.5957807092595528
stresstest_90_1446_value1,1.5033589523043327,1.1156959953128607
bailbench_438,4.029955841615429,2.1521298892979104
bailbench_684,0.7459154293575989,0.2643593118076425
bailbench_1115,0.99186666619409,0.26536780826534606
wildchat_38402,2.0089357509914754,0.590736971807387
competition_math_2813,7.5883110696689995,0.8523400152635678
competition_math_335,7.7731748886274925,0.4970053453482726
wildchat_60315,7.698057826378454,2.0462868574186173
wildchat_66202,1.9734988807436535,0.38173310608241484
alpaca_8750,5.018814801333811,0.5747055236425416
stresstest_58_313_value2,0.21158394848742515,0.3447973764460503
alpaca_5748,3.392618133131662,0.6052020398000798
alpaca_3426,6.491758074574125,0.45173532258217663
alpaca_6111,4.045831334925236,0.5066080876536885
alpaca_10397,5.78984564920354,0.46769236681626897
wildchat_35265,1.5157277343779902,0.3588446685577488
bailbench_1280,0.7245283719461234,0.9224142199081853
bailbench_916,4.169384452851216,2.2635159836210224
bailbench_1185,1.2127235550141542,2.64730402968924
competition_math_3916,8.171906929953044,0.4596783937924713
bailbench_642,-1.3938901026988806,0.8216149332707591
competition_math_2366,9.917931670006547,0.587172630653729
bailbench_1285,4.2725491719600575,2.32688842620614
stresstest_61_1206_value2,0.4612291556014721,0.30626823041832685
competition_math_77,4.4340870790904106,0.8857150427663932
stresstest_62_816_value1,4.308893338457115,0.514163909418247
alpaca_5840,3.3293220451896572,0.41963502404402186
stresstest_57_891_value2,3.557218259635226,1.6015278916146385
competition_math_7609,6.329564679815731,1.23508301183523
competition_math_8046,9.253611117333715,0.4537645446183427
competition_math_1102,7.538815585248371,0.450899056155866
alpaca_10788,1.740321897236591,0.43347233506323557
wildchat_57406,8.729315552156418,4.331230362072651
competition_math_6168,8.41840312502196,0.5192166370322433
stresstest_96_431_value1,1.4137943987835873,0.3034761017407635
stresstest_86_835_value1,3.717120158225138,1.0514343544506488
alpaca_765,1.4471355932463776,0.28641301578836237
