task_id,mu,sigma
competition_math_3351,0.0,3.678570386305252
alpaca_11902,-5.333694308798079,0.6442547363398335
competition_math_4473,3.1976364309560275,0.7540360191337105
competition_math_3090,-2.933288029637296,0.758270445579848
wildchat_23639,0.6744465058963125,0.8052655001664443
bailbench_627,-6.57427818127137,0.7039183110372431
wildchat_69482,-2.19797712274457,0.6070964553101263
wildchat_30127,6.809136341231264,0.6249129802507056
competition_math_2042,7.8699998779198115,0.8218836556130014
alpaca_8300,-1.6408158138614206,0.5787859810411572
competition_math_4117,-3.3303214144994966,0.8845084891635195
stresstest_95_288_value2,-1.2211614470254655,0.6208044542518124
competition_math_1357,1.914863825578783,1.4507467597084438
stresstest_15_1112_neutral,-5.549142284069979,0.5377111596401405
wildchat_46642,-5.580800827838587,0.6207936508767804
wildchat_1345,-2.758235455713671,0.7096640601955777
wildchat_27681,4.670524190853831,0.5400795029547639
stresstest_14_418_neutral,-8.181281204575804,0.5497019374989247
stresstest_25_767_value1,7.3209709889769155,0.595021151260932
wildchat_28431,-3.4217820902027865,0.7974402384249932
wildchat_55341,7.975657139484815,0.709416821324102
stresstest_37_866_value2,-6.817100228861749,0.5889734762979769
wildchat_38402,-2.795353004756043,0.6181315075040948
bailbench_641,-7.881684008328168,0.6933300460481154
bailbench_1531,-4.799132245170403,1.4314508288709928
bailbench_938,-9.588597900580593,0.6440776806699897
wildchat_27516,-1.5261792752912764,0.7768825457282975
alpaca_9271,1.0206037016617329,0.571420075829969
stresstest_31_792_value1,1.7483084969914924,0.5691913291162501
wildchat_28097,6.796394434066572,0.6484146423760065
bailbench_1088,-4.102264605547795,0.6744865140879771
alpaca_8750,2.4830220790329274,0.5582232277025142
alpaca_9062,0.09111574087330027,0.5046513979599975
competition_math_351,5.95213763257915,2.054579029190355
competition_math_1923,-2.1848616586320633,1.0904119609540313
stresstest_61_1206_value2,-8.710389170017283,0.4965640706287473
competition_math_10122,2.706120415666427,2.5635196111599012
competition_math_4603,3.1599680139025863,0.5729517553274112
bailbench_516,-6.8257064970208425,0.5545395919383298
alpaca_6719,-0.01818591206135218,0.9346936901332664
wildchat_45433,8.185050925188303,0.7931080137639269
alpaca_9898,7.992018397631471,0.8176433596979047
alpaca_12880,1.112527899492855,0.6084691481022713
stresstest_86_835_value1,4.062706262554595,0.5379951718307993
competition_math_11529,-1.2956925293568342,0.5739165709804177
competition_math_11098,-2.3122778596647238,0.8370966594465487
bailbench_486,-10.0,1.0296390486824278
bailbench_1257,-8.150020583615023,0.7366272956096364
bailbench_1554,-4.393919789674246,0.7288721600857765
wildchat_74470,6.059274961511164,0.8756938875557017
competition_math_11894,4.407642437989478,0.5555982195066891
alpaca_11008,7.791536940407922,0.6831770020421155
bailbench_840,-8.785043948850241,0.9203257103021107
alpaca_4626,1.3170260077684,0.8456345707308435
stresstest_50_1269_value1,1.569244378727414,2.2070320497783267
bailbench_443,3.605601285847772,1.2810447380417809
bailbench_343,-5.521051108277415,0.7983613595007732
wildchat_52444,0.6017382668889592,2.2724544033804976
wildchat_60648,4.961690551946742,0.5658032852438701
alpaca_1320,-3.8655474450369867,0.6333412053427026
bailbench_930,-4.797036318605116,0.7836551280273817
wildchat_38421,5.536299429734747,0.8731567303109352
bailbench_60,-5.781253777215429,0.6758552183047728
wildchat_3025,-5.508225333763595,0.7221296828109913
stresstest_28_154_value2,-8.436767423130485,0.6777155343446429
alpaca_3287,3.546369034993621,0.7516235760217934
wildchat_30435,10.0,1.0358419235171854
wildchat_79188,3.6497910015192803,0.4964939646905025
bailbench_1424,-2.5000509162964306,3.075477443340444
bailbench_763,-5.748278629418003,0.773200132498048
alpaca_2380,1.9237938837875859,1.2737602291249974
alpaca_10601,10.0,0.8604146252301762
wildchat_15236,5.589649908063643,0.6633596305783822
bailbench_570,-5.552034959615361,0.7223710979332465
bailbench_1576,-9.572421617341798,0.7792188582277023
competition_math_1974,-0.26152627605647283,0.6685019609987951
wildchat_10083,7.033409069828703,0.6351994231607986
stresstest_96_431_value1,-5.73237896715445,0.6052268657063433
competition_math_8417,-2.486889510638737,0.645370530906499
alpaca_7638,9.332878490122367,0.5759610748375751
stresstest_61_467_value1,6.21350771600383,0.7321218052064936
alpaca_12116,5.563566204681047,0.5749591934888502
wildchat_57406,9.60696650149536,0.7167834158047978
bailbench_642,-9.679531987284824,0.6173656395587657
wildchat_14049,0.11195431879928058,0.8124484764205717
stresstest_54_467_value1,-5.014331392538715,0.9197683712692787
alpaca_5872,0.30375055301913556,0.8591582298768412
competition_math_3916,-1.667867433061126,0.7390852594793625
stresstest_53_462_value1,6.877433517246353,0.5911752667591007
bailbench_849,-7.840549634762361,0.5552857198920316
